Nom du jeu,Code emission,N° livret,N° du colis,Date de réception,Date d'activation,Date statut vendu,Date relevé d'opération,N° relevé d'opération
MAXI MOTS CROISÉS,67301,2262457,702593328,2021-06-18 00:00:00,2021-07-02 00:00:00,2021-07-03 00:00:00,,
MAXI MOTS CROISÉS,67301,2262458,702593328,2021-06-18 00:00:00,2021-07-02 00:00:00,2021-07-03 00:00:00,,
MAXI MOTS CROISÉS,67301,2262459,702593328,2021-06-18 00:00:00,2021-07-02 00:00:00,2021-07-04 00:00:00,,
MEGA MOTS CROISÉS,67401,2280338,702542818,2021-06-07 00:00:00,2021-07-02 00:00:00,2021-07-05 00:00:00,,
MEGA MOTS CROISÉS,67401,2280340,702542818,2021-06-07 00:00:00,2021-07-02 00:00:00,2021-07-03 00:00:00,,
MEGA MOTS CROISÉS,67401,2280363,702542818,2021-06-07 00:00:00,2021-07-02 00:00:00,2021-07-03 00:00:00,,
MEGA MOTS CROISÉS,67401,2280411,702542818,2021-06-07 00:00:00,2021-07-02 00:00:00,2021-07-03 00:00:00,,
MILLIONNAIRE,67101,3826481,702593329,2021-06-18 00:00:00,2021-07-02 00:00:00,2021-07-03 00:00:00,,
MILLIONNAIRE,67101,3826483,702593329,2021-06-18 00:00:00,2021-07-02 00:00:00,2021-07-08 00:00:00,,
SUPER 10 OU 200,66802,983068,702593328,2021-06-18 00:00:00,2021-07-02 00:00:00,2021-07-03 00:00:00,,
SUPER 10 OU 200,66802,983069,702593328,2021-06-18 00:00:00,2021-07-02 00:00:00,2021-07-03 00:00:00,,
SUPER 10 OU 200,66802,983100,702593328,2021-06-18 00:00:00,2021-07-02 00:00:00,2021-11-29 00:00:00,,
SUPER 10 OU 200,66802,983101,702593328,2021-06-18 00:00:00,2021-07-02 00:00:00,2021-07-04 00:00:00,,
X20,63705,2716001,702593329,2021-06-18 00:00:00,2021-07-02 00:00:00,2021-07-03 00:00:00,,
X20,63705,2716002,702593329,2021-06-18 00:00:00,2021-07-02 00:00:00,2021-07-03 00:00:00,,
BURGER QUIZ,88901,396282,702462501,2021-05-19 00:00:00,2021-07-01 00:00:00,2021-07-13 00:00:00,,
CASH,64805,6944787,702542818,2021-06-07 00:00:00,2021-07-01 00:00:00,2021-07-02 00:00:00,,
JACKPOT,65902,2543962,702542817,2021-06-07 00:00:00,2021-07-01 00:00:00,2021-07-02 00:00:00,,
MAXI MOTS CROISÉS,67301,2262168,702593328,2021-06-18 00:00:00,2021-07-01 00:00:00,2021-07-02 00:00:00,,
MAXI MOTS CROISÉS,67301,2262195,702593328,2021-06-18 00:00:00,2021-07-01 00:00:00,2021-07-02 00:00:00,,
SUPER 10 OU 200,66802,983057,702593328,2021-06-18 00:00:00,2021-07-01 00:00:00,2021-07-02 00:00:00,,
SUPER 10 OU 200,66802,983058,702593328,2021-06-18 00:00:00,2021-07-01 00:00:00,2021-07-02 00:00:00,,
SUPER 10 OU 200,66802,983067,702593328,2021-06-18 00:00:00,2021-07-01 00:00:00,2021-07-02 00:00:00,,
X20,63705,2715988,702593329,2021-06-18 00:00:00,2021-07-01 00:00:00,2021-07-02 00:00:00,,
X20,63705,2715989,702593329,2021-06-18 00:00:00,2021-07-01 00:00:00,2021-07-02 00:00:00,,
CASH,64805,6944786,702542818,2021-06-07 00:00:00,2021-06-30 00:00:00,2021-07-01 00:00:00,,
Coup Double,88801,1098231,702593329,2021-06-18 00:00:00,2021-06-30 00:00:00,2021-07-02 00:00:00,,
MAXI MOTS CROISÉS,67301,2305750,702542818,2021-06-07 00:00:00,2021-06-30 00:00:00,2021-07-02 00:00:00,,
MEGA MOTS CROISÉS,67401,2280391,702542818,2021-06-07 00:00:00,2021-06-30 00:00:00,2021-07-02 00:00:00,,
MOTS CROISÉS,67501,380727,702462501,2021-05-19 00:00:00,2021-06-30 00:00:00,2021-07-06 00:00:00,,
SUPER 10 OU 200,66802,983037,702593328,2021-06-18 00:00:00,2021-06-30 00:00:00,2021-07-01 00:00:00,,
SUPER 10 OU 200,66802,983045,702593328,2021-06-18 00:00:00,2021-06-30 00:00:00,2021-07-02 00:00:00,,
CASH,64805,6944785,702542818,2021-06-07 00:00:00,2021-06-28 00:00:00,2021-06-29 00:00:00,,
Coup Double,88801,1098213,702593329,2021-06-18 00:00:00,2021-06-28 00:00:00,2021-06-29 00:00:00,,
JACKPOT,65902,2542138,702542817,2021-06-07 00:00:00,2021-06-28 00:00:00,2021-06-29 00:00:00,,
JACKPOT,65902,2543955,702542817,2021-06-07 00:00:00,2021-06-28 00:00:00,2021-07-01 00:00:00,,
MAXI MOTS CROISÉS,67301,2305749,702542818,2021-06-07 00:00:00,2021-06-28 00:00:00,2021-06-29 00:00:00,,
MEGA MOTS CROISÉS,67401,2280410,702542818,2021-06-07 00:00:00,2021-06-28 00:00:00,2021-07-01 00:00:00,,
SUPER 10 OU 200,66802,983021,702593328,2021-06-18 00:00:00,2021-06-28 00:00:00,2021-06-29 00:00:00,,
SUPER 10 OU 200,66802,983022,702593328,2021-06-18 00:00:00,2021-06-28 00:00:00,2021-06-29 00:00:00,,
SUPER 10 OU 200,66802,983036,702593328,2021-06-18 00:00:00,2021-06-28 00:00:00,2021-06-29 00:00:00,,
SUPER 10 OU 200,66802,983044,702593328,2021-06-18 00:00:00,2021-06-28 00:00:00,2021-06-29 00:00:00,,
X10,63802,3199918,702542819,2021-06-07 00:00:00,2021-06-28 00:00:00,2021-07-03 00:00:00,,
X20,63705,1997399,702542817,2021-06-07 00:00:00,2021-06-28 00:00:00,2021-07-01 00:00:00,,
CASH,64805,6944784,702542818,2021-06-07 00:00:00,2021-06-27 00:00:00,2021-06-29 00:00:00,,
MAXI MOTS CROISÉS,67301,2305744,702542818,2021-06-07 00:00:00,2021-06-27 00:00:00,2021-06-29 00:00:00,,
SUPER 10 OU 200,66802,982671,702593328,2021-06-18 00:00:00,2021-06-27 00:00:00,2021-06-28 00:00:00,,
X20,63705,1997386,702542817,2021-06-07 00:00:00,2021-06-27 00:00:00,2021-06-29 00:00:00,,
CASH,64805,6944783,702542818,2021-06-07 00:00:00,2021-06-26 00:00:00,2021-06-28 00:00:00,,
MAXI MOTS CROISÉS,67301,2305739,702542818,2021-06-07 00:00:00,2021-06-26 00:00:00,2021-06-27 00:00:00,,
MEGA MOTS CROISÉS,67401,2280379,702542818,2021-06-07 00:00:00,2021-06-26 00:00:00,2021-06-29 00:00:00,,
MILLIONNAIRE,67101,3826455,702593329,2021-06-18 00:00:00,2021-06-26 00:00:00,2021-07-01 00:00:00,,
SUPER 10 OU 200,66802,982655,702593328,2021-06-18 00:00:00,2021-06-26 00:00:00,2021-06-27 00:00:00,,
SUPER 10 OU 200,66802,982669,702593328,2021-06-18 00:00:00,2021-06-26 00:00:00,2021-06-27 00:00:00,,
SUPER 10 OU 200,66802,982670,702593328,2021-06-18 00:00:00,2021-06-26 00:00:00,2021-06-28 00:00:00,,
X20,63705,1997362,702542817,2021-06-07 00:00:00,2021-06-26 00:00:00,2021-06-28 00:00:00,,
CASH,64805,6943857,702542818,2021-06-07 00:00:00,2021-06-25 00:00:00,2021-06-27 00:00:00,,
Coup Double,88801,1098234,702593329,2021-06-18 00:00:00,2021-06-25 00:00:00,2021-06-27 00:00:00,,
JACKPOT,65902,2542131,702542817,2021-06-07 00:00:00,2021-06-25 00:00:00,2021-06-27 00:00:00,,
JACKPOT,65902,2543963,702542817,2021-06-07 00:00:00,2021-06-25 00:00:00,2021-06-26 00:00:00,,
MAXI MOTS CROISÉS,67301,2305738,702542818,2021-06-07 00:00:00,2021-06-25 00:00:00,2021-06-26 00:00:00,,
SOLITAIRE,67202,963,702542819,2021-06-07 00:00:00,2021-06-25 00:00:00,2021-07-04 00:00:00,,
SUPER 10 OU 200,66802,982653,702593328,2021-06-18 00:00:00,2021-06-25 00:00:00,2021-06-26 00:00:00,,
SUPER 10 OU 200,66802,982654,702593328,2021-06-18 00:00:00,2021-06-25 00:00:00,2021-06-27 00:00:00,,
SUPER 10 OU 200,66802,2446876,702542817,2021-06-07 00:00:00,2021-06-25 00:00:00,2021-06-26 00:00:00,,
X20,63705,1997348,702542817,2021-06-07 00:00:00,2021-06-25 00:00:00,2021-06-27 00:00:00,,
CASH,64805,6943845,702542818,2021-06-07 00:00:00,2021-06-24 00:00:00,2021-06-25 00:00:00,,
CASH,64805,6943851,702542818,2021-06-07 00:00:00,2021-06-24 00:00:00,2021-06-26 00:00:00,,
MEGA GOAL,69901,1248665,702462503,2021-05-19 00:00:00,2021-06-24 00:00:00,2021-07-11 00:00:00,,
MEGA MOTS CROISÉS,67401,2280206,702542818,2021-06-07 00:00:00,2021-06-24 00:00:00,2021-06-27 00:00:00,,
MILLIONNAIRE,67101,3825027,702593329,2021-06-18 00:00:00,2021-06-24 00:00:00,2021-06-26 00:00:00,,
SUPER 10 OU 200,66802,2446817,702542817,2021-06-07 00:00:00,2021-06-24 00:00:00,2021-06-25 00:00:00,,
SUPER 10 OU 200,66802,2446928,702542817,2021-06-07 00:00:00,2021-06-24 00:00:00,2021-06-25 00:00:00,,
X20,63705,1997363,702542817,2021-06-07 00:00:00,2021-06-24 00:00:00,2021-06-26 00:00:00,,
BLACK JACK,64703,581695,702462502,2021-05-19 00:00:00,2021-06-23 00:00:00,2021-06-29 00:00:00,,
BURGER QUIZ,88901,396129,702462501,2021-05-19 00:00:00,2021-06-23 00:00:00,2021-06-28 00:00:00,,
CASH,64805,6944809,702542818,2021-06-07 00:00:00,2021-06-23 00:00:00,2021-06-24 00:00:00,,
CASH,64805,7207371,702502334,2021-05-28 00:00:00,2021-06-23 00:00:00,2021-06-25 00:00:00,,
GOAL,65401,3521398,702462503,2021-05-19 00:00:00,2021-06-23 00:00:00,2021-07-09 00:00:00,,
JACKPOT,65902,2543979,702542817,2021-06-07 00:00:00,2021-06-23 00:00:00,2021-06-25 00:00:00,,
MAXI GOAL,65302,1258844,702462503,2021-05-19 00:00:00,2021-06-23 00:00:00,2021-07-12 00:00:00,,
MAXI MOTS CROISÉS,67301,2305743,702542818,2021-06-07 00:00:00,2021-06-23 00:00:00,2021-06-25 00:00:00,,
MILLIONNAIRE,67101,3110364,702542818,2021-06-07 00:00:00,2021-06-23 00:00:00,2021-06-25 00:00:00,,
QUITTE OU DOUBLE,66501,1673310,702502334,2021-05-28 00:00:00,2021-06-23 00:00:00,2021-08-10 00:00:00,,
SUPER 10 OU 200,66802,2446851,702542817,2021-06-07 00:00:00,2021-06-23 00:00:00,2021-06-24 00:00:00,,
SUPER 10 OU 200,66802,2446855,702542817,2021-06-07 00:00:00,2021-06-23 00:00:00,2021-06-25 00:00:00,,
VEGAS,63302,3730606,702462502,2021-05-19 00:00:00,2021-06-23 00:00:00,2021-06-28 00:00:00,,
X20,63705,1997401,702542817,2021-06-07 00:00:00,2021-06-23 00:00:00,2021-06-25 00:00:00,,
SUPER 10 OU 200,66802,2446877,702542817,2021-06-07 00:00:00,2021-06-21 00:00:00,2021-06-22 00:00:00,,
SUPER 10 OU 200,66802,2446927,702542817,2021-06-07 00:00:00,2021-06-21 00:00:00,2021-06-22 00:00:00,,
X20,63705,1997388,702542817,2021-06-07 00:00:00,2021-06-21 00:00:00,2021-06-24 00:00:00,,
ASTRO,66402,843349,702462504,2021-05-19 00:00:00,2021-06-20 00:00:00,2021-07-04 00:00:00,,
CASH,64805,6944777,702542818,2021-06-07 00:00:00,2021-06-20 00:00:00,2021-06-22 00:00:00,,
MILLIONNAIRE,67101,3110331,702542817,2021-06-07 00:00:00,2021-06-20 00:00:00,2021-06-24 00:00:00,,
SUPER 10 OU 200,66802,2446879,702542817,2021-06-07 00:00:00,2021-06-20 00:00:00,2021-06-21 00:00:00,,
CASH,64805,6944806,702542818,2021-06-07 00:00:00,2021-06-19 00:00:00,2021-06-21 00:00:00,,
CASH,64805,7207145,702502334,2021-05-28 00:00:00,2021-06-19 00:00:00,2021-06-20 00:00:00,,
JACKPOT,65902,2543984,702542817,2021-06-07 00:00:00,2021-06-19 00:00:00,2021-06-22 00:00:00,,
MAXI MOTS CROISÉS,67301,2305732,702542818,2021-06-07 00:00:00,2021-06-19 00:00:00,2021-06-21 00:00:00,,
MEGA MOTS CROISÉS,67401,2280187,702542818,2021-06-07 00:00:00,2021-06-19 00:00:00,2021-06-20 00:00:00,,
MEGA MOTS CROISÉS,67401,2280377,702542818,2021-06-07 00:00:00,2021-06-19 00:00:00,2021-06-24 00:00:00,,
SUPER 10 OU 200,66802,2446800,702542817,2021-06-07 00:00:00,2021-06-19 00:00:00,2021-06-20 00:00:00,,
SUPER 10 OU 200,66802,2446856,702542817,2021-06-07 00:00:00,2021-06-19 00:00:00,2021-06-20 00:00:00,,
SUPER 10 OU 200,66802,2446880,702542817,2021-06-07 00:00:00,2021-06-19 00:00:00,2021-06-21 00:00:00,,
SUPER 10 OU 200,66802,2446904,702542817,2021-06-07 00:00:00,2021-06-19 00:00:00,2021-06-20 00:00:00,,
X20,63705,1997387,702542817,2021-06-07 00:00:00,2021-06-19 00:00:00,2021-06-21 00:00:00,,
BINGO,69601,1032948,702462504,2021-05-19 00:00:00,2021-06-18 00:00:00,2021-06-24 00:00:00,,
CASH,64805,7207127,702502334,2021-05-28 00:00:00,2021-06-18 00:00:00,2021-06-19 00:00:00,,
Coup Double,88801,1098246,702593329,2021-06-18 00:00:00,2021-06-18 00:00:00,2021-06-24 00:00:00,,
MAXI MOTS CROISÉS,67301,2305745,702542818,2021-06-07 00:00:00,2021-06-18 00:00:00,2021-06-19 00:00:00,,
SOLITAIRE,67202,67675,702462503,2021-05-19 00:00:00,2021-06-18 00:00:00,2021-06-25 00:00:00,,
SUPER 10 OU 200,66802,2446801,702542817,2021-06-07 00:00:00,2021-06-18 00:00:00,2021-11-15 00:00:00,,
SUPER 10 OU 200,66802,2446878,702542817,2021-06-07 00:00:00,2021-06-18 00:00:00,2021-06-20 00:00:00,,
X20,63705,1997364,702542817,2021-06-07 00:00:00,2021-06-18 00:00:00,2021-06-20 00:00:00,,
CASH,64805,7207143,702502334,2021-05-28 00:00:00,2021-06-17 00:00:00,2021-06-19 00:00:00,,
JACKPOT,65902,2799010,702462502,2021-05-19 00:00:00,2021-06-17 00:00:00,2021-06-20 00:00:00,,
MAXI MOTS CROISÉS,67301,1948490,702502334,2021-05-28 00:00:00,2021-06-17 00:00:00,2021-06-18 00:00:00,,
MAXI MOTS CROISÉS,67301,2305733,702542818,2021-06-07 00:00:00,2021-06-17 00:00:00,2021-06-19 00:00:00,,
SUPER 10 OU 200,66802,2446819,702542817,2021-06-07 00:00:00,2021-06-17 00:00:00,2021-06-19 00:00:00,,
X20,63705,1997349,702542817,2021-06-07 00:00:00,2021-06-17 00:00:00,2021-06-19 00:00:00,,
CASH,64805,6206529,702462501,2021-05-19 00:00:00,2021-06-16 00:00:00,2021-06-18 00:00:00,,
SUPER 10 OU 200,66802,2446806,702542817,2021-06-07 00:00:00,2021-06-16 00:00:00,2021-06-17 00:00:00,,
SUPER 10 OU 200,66802,2446820,702542817,2021-06-07 00:00:00,2021-06-16 00:00:00,2021-06-18 00:00:00,,
CASH,64805,6206552,702462501,2021-05-19 00:00:00,2021-06-14 00:00:00,2021-06-17 00:00:00,,
JACKPOT,65902,2799301,702462502,2021-05-19 00:00:00,2021-06-14 00:00:00,2021-06-15 00:00:00,,
MEGA MOTS CROISÉS,67401,2280218,702542818,2021-06-07 00:00:00,2021-06-14 00:00:00,2021-06-15 00:00:00,,
MEGA MOTS CROISÉS,67401,2280221,702542818,2021-06-07 00:00:00,2021-06-14 00:00:00,2021-06-15 00:00:00,,
MEGA MOTS CROISÉS,67401,2280222,702542818,2021-06-07 00:00:00,2021-06-14 00:00:00,2021-06-15 00:00:00,,
MEGA MOTS CROISÉS,67401,2280376,702542818,2021-06-07 00:00:00,2021-06-14 00:00:00,2021-06-19 00:00:00,,
MOTS CROISÉS,67501,380722,702462501,2021-05-19 00:00:00,2021-06-14 00:00:00,2021-06-27 00:00:00,,
SUPER 10 OU 200,66802,2446818,702542817,2021-06-07 00:00:00,2021-06-14 00:00:00,2021-06-17 00:00:00,,
X20,63705,1997350,702542817,2021-06-07 00:00:00,2021-06-14 00:00:00,2021-06-17 00:00:00,,
CASH,64805,6206520,702462501,2021-05-19 00:00:00,2021-06-13 00:00:00,2021-06-15 00:00:00,,
MAXI MOTS CROISÉS,67301,2305737,702542818,2021-06-07 00:00:00,2021-06-13 00:00:00,2021-06-15 00:00:00,,
SUPER 10 OU 200,66802,2446874,702542817,2021-06-07 00:00:00,2021-06-13 00:00:00,2021-06-14 00:00:00,,
CASH,64805,6206528,702462501,2021-05-19 00:00:00,2021-06-12 00:00:00,2021-06-13 00:00:00,,
MILLIONNAIRE,67101,3110339,702542817,2021-06-07 00:00:00,2021-06-12 00:00:00,2021-06-20 00:00:00,,
SUPER 10 OU 200,66802,2446308,702542817,2021-06-07 00:00:00,2021-06-12 00:00:00,2021-06-13 00:00:00,,
SUPER 10 OU 200,66802,2446865,702542817,2021-06-07 00:00:00,2021-06-12 00:00:00,2021-06-13 00:00:00,,
SUPER 10 OU 200,66802,2446898,702542817,2021-06-07 00:00:00,2021-06-12 00:00:00,2021-06-13 00:00:00,,
X10,63802,3242346,702462503,2021-05-19 00:00:00,2021-06-12 00:00:00,2021-06-24 00:00:00,,
X20,63705,1997400,702542817,2021-06-07 00:00:00,2021-06-12 00:00:00,2021-06-14 00:00:00,,
JACKPOT,65902,2799300,702462502,2021-05-19 00:00:00,2021-06-11 00:00:00,2021-06-14 00:00:00,,
SUPER 10 OU 200,66802,2446875,702542817,2021-06-07 00:00:00,2021-06-11 00:00:00,2021-06-13 00:00:00,,
BURGER QUIZ,88901,396132,702462501,2021-05-19 00:00:00,2021-06-10 00:00:00,2021-06-20 00:00:00,,
CASH,64805,6206527,702462501,2021-05-19 00:00:00,2021-06-10 00:00:00,2021-06-13 00:00:00,,
CASH,64805,6206550,702462501,2021-05-19 00:00:00,2021-06-10 00:00:00,2021-06-11 00:00:00,,
MAXI MOTS CROISÉS,67301,1948488,702502334,2021-05-28 00:00:00,2021-06-10 00:00:00,2021-06-12 00:00:00,,
MEGA MOTS CROISÉS,67401,2280201,702542818,2021-06-07 00:00:00,2021-06-10 00:00:00,2021-06-13 00:00:00,,
MILLIONNAIRE,67101,3660653,702462502,2021-05-19 00:00:00,2021-06-10 00:00:00,2021-06-13 00:00:00,,
SUPER 10 OU 200,66802,2446804,702542817,2021-06-07 00:00:00,2021-06-10 00:00:00,2021-06-12 00:00:00,,
SUPER 10 OU 200,66802,2446854,702542817,2021-06-07 00:00:00,2021-06-10 00:00:00,2021-06-11 00:00:00,,
X20,63705,1977542,702462501,2021-05-19 00:00:00,2021-06-10 00:00:00,2021-06-11 00:00:00,,
SUPER 10 OU 200,66802,2446916,702542817,2021-06-07 00:00:00,2021-06-09 00:00:00,2021-06-11 00:00:00,,
X20,63705,1587805,702502334,2021-05-28 00:00:00,2021-06-09 00:00:00,2021-06-10 00:00:00,,
BURGER QUIZ,88901,396130,702462501,2021-05-19 00:00:00,2021-06-07 00:00:00,2021-06-08 00:00:00,,
CASH,64805,7207128,702502334,2021-05-28 00:00:00,2021-06-07 00:00:00,2021-06-10 00:00:00,,
JACKPOT,65902,2799009,702462502,2021-05-19 00:00:00,2021-06-07 00:00:00,2021-06-08 00:00:00,,
MAXI MOTS CROISÉS,67301,1948479,702502334,2021-05-28 00:00:00,2021-06-07 00:00:00,2021-06-10 00:00:00,,
MAXI MOTS CROISÉS,67301,1948492,702502334,2021-05-28 00:00:00,2021-06-07 00:00:00,2021-06-08 00:00:00,,
MEGA MOTS CROISÉS,67401,2280207,702542818,2021-06-07 00:00:00,2021-06-07 00:00:00,2021-06-10 00:00:00,,
MEGA MOTS CROISÉS,67401,2280378,702542818,2021-06-07 00:00:00,2021-06-07 00:00:00,2021-06-08 00:00:00,,
QUI VEUT GAGNER DES MILLIONS,70201,588596,702542819,2021-06-07 00:00:00,2021-06-07 00:00:00,2021-07-17 00:00:00,,
SUPER 10 OU 200,66802,2446805,702542817,2021-06-07 00:00:00,2021-06-07 00:00:00,2021-06-08 00:00:00,,
SUPER 10 OU 200,66802,2446850,702542817,2021-06-07 00:00:00,2021-06-07 00:00:00,2021-06-08 00:00:00,,
SUPER 10 OU 200,66802,2446905,702542817,2021-06-07 00:00:00,2021-06-07 00:00:00,2021-06-10 00:00:00,,
SUPER 10 OU 200,66802,2446915,702542817,2021-06-07 00:00:00,2021-06-07 00:00:00,2021-06-09 00:00:00,,
BLACK JACK,64703,581718,702462502,2021-05-19 00:00:00,2021-06-06 00:00:00,2021-06-19 00:00:00,,
CASH,64805,7207370,702502334,2021-05-28 00:00:00,2021-06-06 00:00:00,2021-06-08 00:00:00,,
MAXI MOTS CROISÉS,67301,1948493,702502334,2021-05-28 00:00:00,2021-06-06 00:00:00,2021-06-07 00:00:00,,
MAXI MOTS CROISÉS,67301,1969866,702462502,2021-05-19 00:00:00,2021-06-06 00:00:00,2021-06-08 00:00:00,,
X20,63705,1977568,702462501,2021-05-19 00:00:00,2021-06-06 00:00:00,2021-06-09 00:00:00,,
CASH,64805,7207129,702502334,2021-05-28 00:00:00,2021-06-05 00:00:00,2021-06-06 00:00:00,,
CASH,64805,7207144,702502334,2021-05-28 00:00:00,2021-06-05 00:00:00,2021-06-07 00:00:00,,
MAXI MOTS CROISÉS,67301,1969182,702462502,2021-05-19 00:00:00,2021-06-05 00:00:00,2021-06-06 00:00:00,,
MAXI MOTS CROISÉS,67301,1969183,702462502,2021-05-19 00:00:00,2021-06-05 00:00:00,2021-06-06 00:00:00,,
X20,63705,1977541,702462501,2021-05-19 00:00:00,2021-06-05 00:00:00,2021-06-06 00:00:00,,
CASH,64805,7207137,702502334,2021-05-28 00:00:00,2021-06-04 00:00:00,2021-06-05 00:00:00,,
JACKPOT,65902,2798984,702462502,2021-05-19 00:00:00,2021-06-04 00:00:00,2021-06-06 00:00:00,,
MAXI MOTS CROISÉS,67301,1948491,702502334,2021-05-28 00:00:00,2021-06-04 00:00:00,2021-06-06 00:00:00,,
MAXI MOTS CROISÉS,67301,1969868,702462502,2021-05-19 00:00:00,2021-06-04 00:00:00,2021-06-05 00:00:00,,
MILLIONNAIRE,67101,3661897,702462502,2021-05-19 00:00:00,2021-06-04 00:00:00,2021-06-10 00:00:00,,
SOLITAIRE,67202,67674,702462503,2021-05-19 00:00:00,2021-06-04 00:00:00,2021-06-17 00:00:00,,
CASH,64805,7207135,702502334,2021-05-28 00:00:00,2021-06-03 00:00:00,2021-06-05 00:00:00,,
JACKPOT,65902,2799293,702462502,2021-05-19 00:00:00,2021-06-03 00:00:00,2021-06-05 00:00:00,,
MAXI MOTS CROISÉS,67301,1969181,702462502,2021-05-19 00:00:00,2021-06-03 00:00:00,2021-06-04 00:00:00,,
MAXI MOTS CROISÉS,67301,1969871,702462502,2021-05-19 00:00:00,2021-06-03 00:00:00,2021-06-04 00:00:00,,
MILLIONNAIRE,67101,3661862,702462502,2021-05-19 00:00:00,2021-06-03 00:00:00,2021-06-04 00:00:00,,
MOTS CROISÉS,67501,380717,702462501,2021-05-19 00:00:00,2021-06-03 00:00:00,2021-06-08 00:00:00,,
SUPER 10 OU 200,66802,2615310,702502334,2021-05-28 00:00:00,2021-06-03 00:00:00,2021-06-04 00:00:00,,
SUPER 10 OU 200,66802,2615331,702502334,2021-05-28 00:00:00,2021-06-03 00:00:00,2021-06-04 00:00:00,,
SUPER 10 OU 200,66802,2615344,702502334,2021-05-28 00:00:00,2021-06-03 00:00:00,2021-06-04 00:00:00,,
X20,63705,1588918,702502334,2021-05-28 00:00:00,2021-06-03 00:00:00,2021-06-04 00:00:00,,
X20,63705,1976379,702462501,2021-05-19 00:00:00,2021-06-03 00:00:00,2021-06-06 00:00:00,,
CASH,64805,7207136,702502334,2021-05-28 00:00:00,2021-06-02 00:00:00,2021-06-04 00:00:00,,
MAXI MOTS CROISÉS,67301,1969189,702462502,2021-05-19 00:00:00,2021-06-02 00:00:00,2021-06-03 00:00:00,,
MAXI MOTS CROISÉS,67301,1969877,702462502,2021-05-19 00:00:00,2021-06-02 00:00:00,2021-06-04 00:00:00,,
MILLIONNAIRE,67101,2892266,702502334,2021-05-28 00:00:00,2021-06-02 00:00:00,2021-06-03 00:00:00,,
SUPER 10 OU 200,66802,2615308,702502334,2021-05-28 00:00:00,2021-06-02 00:00:00,2021-06-03 00:00:00,,
SUPER 10 OU 200,66802,2615332,702502334,2021-05-28 00:00:00,2021-06-02 00:00:00,2021-06-03 00:00:00,,
SUPER 10 OU 200,66802,2615333,702502334,2021-05-28 00:00:00,2021-06-02 00:00:00,2021-06-03 00:00:00,,
SUPER 10 OU 200,66802,2615346,702502334,2021-05-28 00:00:00,2021-06-02 00:00:00,2021-06-03 00:00:00,,
CASH,64805,7207382,702502334,2021-05-28 00:00:00,2021-05-31 00:00:00,2021-06-03 00:00:00,,
JACKPOT,65902,2799292,702462502,2021-05-19 00:00:00,2021-05-31 00:00:00,2021-06-04 00:00:00,,
MEGA MOTS CROISÉS,67401,1600549,702462501,2021-05-19 00:00:00,2021-05-31 00:00:00,2021-06-01 00:00:00,,
MEGA MOTS CROISÉS,67401,1600550,702462501,2021-05-19 00:00:00,2021-05-31 00:00:00,2021-06-01 00:00:00,,
SUPER 10 OU 200,66802,2615378,702502334,2021-05-28 00:00:00,2021-05-31 00:00:00,2021-06-01 00:00:00,,
X20,63705,1977583,702462501,2021-05-19 00:00:00,2021-05-31 00:00:00,2021-06-03 00:00:00,,
CASH,64805,6207166,702462501,2021-05-19 00:00:00,2021-05-30 00:00:00,2021-06-01 00:00:00,,
Coup Double,88801,407175,702502334,2021-05-28 00:00:00,2021-05-30 00:00:00,2021-06-03 00:00:00,,
SUPER 10 OU 200,66802,2615379,702502334,2021-05-28 00:00:00,2021-05-30 00:00:00,2021-05-31 00:00:00,,
CASH,64805,6206553,702462501,2021-05-19 00:00:00,2021-05-29 00:00:00,2021-05-30 00:00:00,,
JACKPOT,65902,2799011,702462502,2021-05-19 00:00:00,2021-05-29 00:00:00,2021-05-31 00:00:00,,
MAXI MOTS CROISÉS,67301,1969865,702462502,2021-05-19 00:00:00,2021-05-29 00:00:00,2021-06-01 00:00:00,,
MEGA GOAL,69901,1248668,702462503,2021-05-19 00:00:00,2021-05-29 00:00:00,2021-06-10 00:00:00,,
MEGA MOTS CROISÉS,67401,1600541,702462501,2021-05-19 00:00:00,2021-05-29 00:00:00,2021-05-30 00:00:00,,
SUPER 10 OU 200,66802,2615345,702502334,2021-05-28 00:00:00,2021-05-29 00:00:00,2021-05-30 00:00:00,,
X20,63705,1977569,702462501,2021-05-19 00:00:00,2021-05-29 00:00:00,2021-05-30 00:00:00,,
Coup Double,88801,407176,702502334,2021-05-28 00:00:00,2021-05-28 00:00:00,2021-05-30 00:00:00,,
MAXI MOTS CROISÉS,67301,1969867,702462502,2021-05-19 00:00:00,2021-05-28 00:00:00,2021-05-29 00:00:00,,
MEGA MOTS CROISÉS,67401,1600551,702462501,2021-05-19 00:00:00,2021-05-28 00:00:00,2021-05-29 00:00:00,,
SUPER 10 OU 200,66802,993533,702462502,2021-05-19 00:00:00,2021-05-28 00:00:00,2021-05-30 00:00:00,,
CASH,64805,6207164,702462501,2021-05-19 00:00:00,2021-05-27 00:00:00,2021-05-29 00:00:00,,
MEGA MOTS CROISÉS,67401,1600689,702462501,2021-05-19 00:00:00,2021-05-27 00:00:00,2021-05-29 00:00:00,,
SUPER 10 OU 200,66802,993523,702462502,2021-05-19 00:00:00,2021-05-27 00:00:00,2021-05-28 00:00:00,,
SUPER 10 OU 200,66802,993541,702462502,2021-05-19 00:00:00,2021-05-27 00:00:00,2021-05-29 00:00:00,,
